Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
BOULDER   LLC,ROYAL HONEY VIP MALE ENHANCEMENT,HBC,27,1.25,4.99,152.71,74.95,100.98
Golden LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,27,1.60,2.89,78.03,44.64,34.83
Golden LLC,EXTRA PEPPERMINT SLIM PAC,GUMS & MINTS,27,1.16,2.79,75.33,58.42,44.01
Golden LLC,STARBURST FAVEREDS SHARE,CANDY : BARS,27,1.92,3.29,88.83,41.57,36.92
Golden LLC,MARLBORO SPEC SELECT RED,CIGARETTES,27,9.92,11.29,301.67,12.17,37.10
Golden LLC,RF CSC ,FRITO LAYS,27,1.88,2.69,72.63,30.11,21.87
Golden LLC,ALMOND JOY KING,CANDY : BARS,27,1.75,3.29,88.83,46.83,41.60
Golden LLC,HERSHEY COOKIES N CREME K,CANDY : BARS,27,1.75,3.29,88.83,46.83,41.60
Golden LLC,REESES PB CUP W / PIECES KI 2.8 OZ,CANDY : BARS,27,1.75,3.29,89.43,46.79,41.56
Golden LLC,REESES BIG CUP PB & CHOC,CANDY : BARS,27,1.96,3.29,88.83,40.44,35.92
Golden LLC,POP TARTS S.S. BRN SUGAR,SWEET SNACKS,27,0.86,1.79,48.33,52.05,25.16
Golden LLC,PROPEL ZERO WATERMELON 20 OZ,BEVERAGE : STANDARD,27,1.35,2.49,67.23,45.95,30.89
Golden LLC,GATORADE GATOLYTE MIXED BERRY 20 OZ,BEVERAGE : STANDARD,27,1.92,3.79,102.33,49.32,50.47
Golden LLC,SOUR PATCH WATERMELON 8 OZ,CANDY : BOX & PEG,27,2.07,4.69,126.63,55.93,70.83
Golden LLC,MONESTER ENERGY ULTRA WATER MELON ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,27,1.74,3.59,96.93,51.53,49.95
Golden LLC,ENTENMANNS FROSTED DONUTS 10.5 OZ,BIMBO BAKERY,27,2.50,4.99,134.73,49.90,67.23
Golden LLC,MENTOS GUM PURE FRESH WNT,GUMS & MINTS,27,3.23,5.89,159.03,45.22,71.91
Golden LLC,A&W CAFFEINE ROOT BEAR 20 OZ,BEVERAGE : STANDARD,27,1.28,2.79,75.33,54.30,40.91
Golden LLC,STARBUCKS TRIPLESHOT CAFFE MOCHA EXTRA STRENGTH ENERGY COFFEE BEVRAGE 11 OZ,BEVERAGE : STANDARD,27,2.92,4.49,121.23,35.04,42.48
Golden LLC,CLIF BAR CHOCOLATE CHIP 2,PROTEIN BARS,27,1.41,2.99,80.73,52.81,42.64
Golden LLC,CLIF BAR CRUNCHY PNT BTR,PROTEIN BARS,27,1.41,2.99,80.83,52.81,42.64
Golden LLC,HOSTESS DANISH APPLE CINN,BAKERY & PASTRY,27,1.72,2.99,80.73,42.59,34.38
CEDAR   LLC,KINDER BUENO CRISP-CRM-CH,CANDY : BARS,26,1.12,2.29,59.54,51.18,30.47
CEDAR   LLC,STRBK COFFEE 13.7 OZ,BEVERAGE : STANDARD,26,2.83,4.39,115.54,35.46,40.47
CEDAR   LLC,MINUTE MAID CRANBERRY APPLE RASPBERRY 12 OZ,BEVERAGE : STANDARD,26,1.54,2.99,77.74,48.54,37.73
CEDAR   LLC,MTN LB CHIL,FRITO LAYS,26,3.68,4.99,129.74,26.25,34.06
CEDAR   LLC,FR REG,FRITO LAYS,26,4.35,5.89,153.14,26.15,40.04
CEDAR   LLC,MN FLM H,FRITO LAYS,26,1.88,2.69,69.94,30.11,21.06
CEDAR   LLC,DR HTL,FRITO LAYS,26,1.61,2.69,69.94,40.15,28.08
CEDAR   LLC,REESES MINIS STD-UP 7.6OZ,CANDY : BOX & PEG,26,4.69,8.59,223.34,45.40,101.40
CEDAR   LLC,SOUR JACKS BLUE RASP. SOU,CANDY : BOX & PEG,26,1.31,2.99,77.74,56.05,43.57
CEDAR   LLC,PENNZOIL 5W30 QT 6CT,AUTOMOTIVE,26,4.79,9.59,249.34,50.10,124.93
CEDAR   LLC,SWEETARTS ROPES TWISTED R,CANDY : BARS,26,1.90,3.29,85.54,42.40,36.27
CEDAR   LLC,STARBUCKS PINK DRINK 14 OZ,BEVERAGE : STANDARD,26,2.33,4.39,114.14,46.85,53.47
CEDAR   LLC,RED BULL SUGARFREE 16 oz,BEVERAGE : STANDARD,26,2.93,4.99,129.74,41.37,53.67
CEDAR   LLC,MONOPOLY™ SECRET VAULT 200X,LOTTERY,26,20.00,20.00,520.00,0.00,0.00
CEDAR   LLC,ON NICOTINE POUCHES 8MG C,POUCH,26,5.30,6.79,173.74,21.97,38.79
CEDAR   LLC,CELSIUS KIWI STRAWBERRY 12 OZ,BEVERAGE : STANDARD,26,1.52,2.99,77.74,49.14,38.20
WHEAT   LLC,SWISHER SWEET CIGARILLO GRAPE,CIGAR & PAPER,26,1.31,1.99,51.74,34.19,17.69
WHEAT   LLC,26 CT DR CRA ,FRITO LAYS,26,1.61,2.69,69.94,40.15,28.08
WHEAT   LLC,Gatorade Gatorlyte Pineapple Mango 20 oz,BEVERAGE : STANDARD,26,1.92,3.79,98.54,49.32,48.60
WHEAT   LLC,GATORADE LIME CUCMBR 20oz,BEVERAGE : STANDARD,26,0.67,2.99,67.34,77.49,60.24
WHEAT   LLC,MONSTER PIPELINE PUNCH 16OZ,BEVERAGE : STANDARD,26,1.74,3.59,93.34,51.53,48.10
WHEAT   LLC,ZYN COFFEE 6MG,POUCH,26,6.65,8.99,233.74,26.03,60.84
HAWK   LLC,LIFE WATER 700 ML ,BEVERAGE : STANDARD,26,1.61,2.99,77.74,46.07,35.82
HAWK   LLC,J. LINK TERIYAKI JUMBO,JERKY,26,2.28,4.29,111.54,46.95,52.37
HAWK   LLC,AMERICAN SINGLES 12/OZ KR,REFRIGERATED,26,5.12,9.39,244.14,45.47,111.02
HAWK   LLC,SLIM JIM DELI STYLE NATUR,JERKY,26,2.09,3.99,103.74,47.61,49.39
HAWK   LLC,SPITZ PUMPKIN SEEDS SEASO,NUTS & SEEDS,26,2.19,4.59,119.34,52.38,62.52
HAWK   LLC,FR REG ,FRITO LAYS,26,1.88,2.69,69.94,30.11,21.06
HAWK   LLC,MR GOODBAR KING,CANDY : BARS,26,1.75,3.39,88.14,48.39,42.66
HAWK   LLC,BON APPETIT CREME CHSE BA,BAKERY & PASTRY,26,1.87,3.89,101.14,51.96,52.55
HAWK   LLC,RAMEN CHCK CUP 2/OZ MARUC,GROCERY,26,0.71,2.59,67.34,72.59,48.88
HAWK   LLC,HOT PCKT HAM/CHEESE 9/OZ,FROZEN,26,2.99,5.89,153.14,49.24,75.40
HAWK   LLC,FANTA ORANGE 12 OZ GLASS,BEVERAGE : STANDARD,26,1.69,3.49,89.14,51.47,46.70
HAWK   LLC,ZYN COOL MINT 3MG,POUCH,26,6.65,8.99,233.74,26.03,60.84
HAWK   LLC,SATI CBD GINGER 12 OZ,BEVERAGE : SPECIALITY,26,2.63,4.59,119.34,42.70,50.96
HAWK   LLC,G CHILE BURRITO EGG/CHS/H,FROZEN,26,2.63,4.29,111.54,38.69,43.16
HAWK   LLC,G CHILE BURRITO BRKFST EG,FROZEN,26,2.74,4.49,111.94,39.07,45.61
HAWK   LLC,ODYSSEY MUSHROOM ELIXER PASSION FRUIT 12 OZ,BEVERAGE : SPECIALITY,26,2.63,5.19,134.94,49.42,66.69
HAWK   LLC,SWEETWOOD FATTY SS HONEY,JERKY,26,2.21,4.19,108.34,47.27,51.49
HAWK   LLC,HOSTESS CUPCAKES CHOC 2PK,BAKERY & PASTRY,26,1.72,3.19,82.94,46.19,38.31
HAWK   LLC,HOSTESS CHOC ZINGERS 3PK,BAKERY & PASTRY,26,1.72,3.19,82.94,46.19,38.31
HAWK   LLC,HOSTESS HO HOS 3PK,BAKERY & PASTRY,26,1.72,3.19,82.94,46.19,38.31
CHEYENNE   LLC,PNB BIG COK,FRITO LAYS,26,1.19,2.09,54.34,43.06,23.40
CHEYENNE   LLC,PLANTER CASHEW TUBE,NUTS & SEEDS,26,1.04,2.19,56.94,52.56,29.93
CHEYENNE   LLC,S099 (MC) WHITE OWL SAVE ON 2 WHITE PEACH,CIGAR & PAPER,26,1.14,1.99,51.74,42.50,21.99
CHEYENNE   LLC,HERSHEY KIT KAT KING,CANDY : BARS,26,1.75,3.29,85.54,46.78,40.02
CHEYENNE   LLC,POP TARTS S.S. CHOC. SMOR,SWEET SNACKS,26,0.86,1.79,46.54,52.05,24.22
CHEYENNE   LLC,M & M PEANUT KING,CANDY : BARS,26,1.92,3.29,85.54,41.57,35.56
CHEYENNE   LLC,FANTA GRAPE MEXICO,BEVERAGE : STANDARD,26,1.69,3.39,85.34,50.04,44.10
CHEYENNE   LLC,COKE ORANGE CREAM ZERO 20 OZ,BEVERAGE : STANDARD,26,1.44,2.99,77.74,52.01,40.43
CHEYENNE   LLC,GATORADE ZERO GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,26,1.89,3.39,88.14,44.15,38.91
CHEYENNE   LLC,DR PEPPER STRAWBERRIES CREAM 20 oz,BEVERAGE : STANDARD,26,1.44,2.99,77.74,52.01,40.43
CHEYENNE   LLC,REDBULL SUGARFREE SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,26,1.47,3.29,85.54,55.36,47.35
CHEYENNE   LLC,SMOKE SHOP $.99,SMOKE SHOP,26,0.27,0.99,25.74,72.73,18.72
CHEYENNE   LLC,rino,HOME GOODS,26,5.99,6.99,181.74,14.31,26.00
CHEYENNE   LLC,XHALE LIQUID DIAMONDS MASTER BLEND THCA XPX9 2G CARTRIDGE CASE PLATINUM OG (INDICA),SMOKE SHOP,26,9.99,14.99,389.74,33.36,130.00
CHEYENNE   LLC,LONGHORN POUCH STRAIGHT .,CHEW,26,2.75,2.99,77.74,8.03,6.24
CHEYENNE   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,26,1.33,2.79,72.54,52.33,37.96
CHEYENNE   LLC,GEEK BAR PULSE 25 K ORANGE (SLUSH EDITION),VAPE : SECONDARY,26,10.00,24.99,649.74,59.98,389.74
CHEYENNE   LLC,NJOY ACE PODS 5% CLASSIC,VAPE : PRIMARY ,26,8.40,12.99,337.74,35.37,119.44
CHEYENNE   LLC,BUCKED UP BLOOD RAZ 12 DSP 16 OZ,BEVERAGE : STANDARD,26,1.83,3.79,98.54,51.63,50.87
CHEYENNE   LLC,REIGN BODY ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,26,1.52,3.49,90.74,56.45,51.22
CHEYENNE   LLC,HOSTESS DING DONG 2PK,BAKERY & PASTRY,26,1.72,2.99,77.74,42.59,33.11
CHEYENNE   LLC,HOSTESS DANISH APPLE CINN,BAKERY & PASTRY,26,1.72,2.99,77.74,42.59,33.11
CHEYENNE   LLC,HOSTESS JUMBO GLZ HONEY B,BAKERY & PASTRY,26,1.72,2.99,77.74,42.59,33.11
COLFAX   LLC,BRISK LEMON ICED SWEET TEA 1 LTR,BEVERAGE : STANDARD,26,1.12,2.19,58.11,48.86,27.82
COLFAX   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,26,1.97,3.59,93.34,45.19,42.19
COLFAX   LLC,S053 BUNNY TRACKS CONE,ICE CREAM,26,2.05,4.19,109.24,50.99,55.55
COLFAX   LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,26,0.87,1.99,52.74,56.32,29.14
COLFAX   LLC,GUAYAKI YERBA MATE MINT 15.5 OZ,BEVERAGE : SPECIALITY,26,1.92,4.39,114.14,56.34,64.31
COLFAX   LLC,$ 5 decade,LOTTERY,26,0.08,5.00,130.00,98.33,127.83
LITTLETON   LLC,PEPSI WILD CHERRY 20 OZ,BEVERAGE : STANDARD,26,1.61,2.99,77.74,46.14,35.87
LITTLETON   LLC,CHEX MIX SAVORY SNACK BOL,SALTY SNACKS,26,2.13,4.79,124.54,55.45,69.06
LITTLETON   LLC,J. LINK BEEF&CHSE JALAPEN,JERKY,26,1.20,2.19,51.94,45.21,25.74
LITTLETON   LLC,BUDWEISER LIGHT BEER 25 OZ,BEER,26,2.23,3.99,103.74,44.03,45.67
LITTLETON   LLC,BUD CHELADA PICANTE 25 OZ UIC 15,BEER,26,2.30,3.99,103.74,42.27,43.85
LITTLETON   LLC,TOPO CHICO MINERAL WATER TWIST AND LIME 15.5 OZ,BEVERAGE : STANDARD,26,1.35,3.69,95.94,63.41,60.84
LITTLETON   LLC,AMERICAN SPIRIT ORG 85 BX,CIGARETTES,26,11.33,13.18,340.16,14.04,48.10
LITTLETON   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,26,1.97,3.59,93.34,45.19,42.19
LITTLETON   LLC,GATORADE THIRST QUENCHER 28 OZ,BEVERAGE : STANDARD,26,1.99,3.39,89.54,41.30,36.40
LITTLETON   LLC,COFFEE MEDIUM,CO  : COFFEE & TEA,26,1.32,2.19,56.94,39.73,22.62
LITTLETON   LLC,GUAYAKI YERBA MATE BLUEPHORIA 15.5 OZ,BEVERAGE : SPECIALITY,26,1.92,4.39,114.14,56.34,64.31
LITTLETON   LLC,WHITE CLAW BLACK CHERRY 19.2 OZ,BEER,26,2.65,4.59,119.34,42.18,50.33
LITTLETON   LLC,Barcel Churritos Stix Fuego Corn Snack Sticks 4 Oz,SALTY SNACKS,26,1.65,2.99,77.74,44.82,34.84
LITTLETON   LLC,NOS ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,26,2.66,4.59,119.34,42.10,50.25
Zuni   LLC,DIET MDEW 1 LTR,BEVERAGE : STANDARD,26,2.02,3.59,93.34,43.73,40.82
Zuni   LLC,J. LINK BEEF&CHSE AMERICA,JERKY,26,1.09,1.99,51.74,45.32,23.45
Zuni   LLC,J. LINK BEEF JERKY ORIG.,JERKY,26,2.87,5.29,124.54,45.84,63.05
Zuni   LLC,DS013 MICHELOB ULTRA BEER 2/12 PK 12 OZ,BEER,26,12.00,17.99,467.74,33.30,155.74
Zuni   LLC,DS014 BUD WEISER 12 PK 12 OZ,BEER,26,10.50,15.99,415.74,34.33,142.74
Zuni   LLC,MINUTE MAID CRANBERRY APPLE RASPBERRY 12 OZ,BEVERAGE : STANDARD,26,1.54,2.99,77.74,48.54,37.73
Zuni   LLC,SLIM JIM GIANT DILL PICKL,JERKY,26,1.13,2.09,54.34,45.77,24.87
Zuni   LLC,GM CHOC BRWN COK,FRITO LAYS,26,1.19,2.09,54.34,43.06,23.40
Zuni   LLC,PLANTER TUBE NUTS DRY RST,NUTS & SEEDS,26,0.39,0.69,19.14,44.12,7.92
Zuni   LLC,KBLR CHEESE & PNT BTR SND,SALTY SNACKS,26,0.60,1.39,36.14,57.13,20.65
Zuni   LLC,EZ BIN 71630 TOOTHPASTE,HBC,26,1.47,3.29,85.54,55.47,47.45
Zuni   LLC,DEX HAM & CHEESE WEDGE 78,REFRIGERATED,26,2.84,4.69,121.94,39.42,48.07
Zuni   LLC,DEX XXL SPICY CHICKEN&CHS,REFRIGERATED,26,3.28,5.39,140.14,39.18,54.90
Zuni   LLC,B.B. ORIGINAL BOMB POP 3.,ICE CREAM,26,1.16,2.39,63.64,51.52,32.01
Zuni   LLC,MONSTER ENERGY ULTRA PEACHY KEEN ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,26,1.74,3.59,93.34,51.53,48.10
Zuni   LLC,CORNNUTS CHILI PICANTE LA,NUTS & SEEDS,26,1.08,2.59,67.34,58.30,39.26
Zuni   LLC,TRIDENT SPEARMINT 14PC,GUMS & MINTS,26,1.13,2.69,62.44,57.93,40.52
Zuni   LLC,TURKEY CRK PRK SKN REG 2/,SALTY SNACKS,26,1.03,2.29,59.54,55.06,32.78
Zuni   LLC,CALYPSO OCEAN BLUE 16 OZ,BEVERAGE : STANDARD,26,1.65,3.09,80.34,46.47,37.33
Zuni   LLC,TUMS ULTRA PEPPERMINT,HBC,26,1.23,2.79,72.54,56.09,40.69
Zuni   LLC,TUMS EX ASST BERRIES,HBC,26,0.77,1.79,46.54,57.08,26.56
Zuni   LLC,HALLS MENTHOLYPTUS,HBC,26,1.03,2.39,62.14,56.86,35.33
Zuni   LLC,BOULDER CANYON CHIPS SALT,SALTY SNACKS,26,0.93,2.19,56.94,57.65,32.83
Zuni   LLC,TGI FRIDAYS POTATO SKINS,SALTY SNACKS,26,1.44,3.29,85.54,56.23,48.10
Zuni   LLC,RHINO DBL,HBC,26,11.99,11.99,311.74,0.00,0.00
Zuni   LLC,QUEST BAR WHT CHOC RASPBE,PROTEIN BARS,26,2.06,4.29,111.54,52.04,58.05
BOULDER   LLC,BUSCH LIGHT BEER 25 OZ,BEER,26,1.54,2.59,67.34,40.41,27.21
BOULDER   LLC,CT HTL,FRITO LAYS,26,1.88,2.69,69.94,30.11,21.06
BOULDER   LLC,DS017 PACIFICO 2/12 PK 12 OZ,BEER,26,14.25,21.99,571.74,35.20,201.24
BOULDER   LLC,POP TARTS S.S. FRSTD BLUE,SWEET SNACKS,26,0.86,1.79,46.54,52.05,24.22
BOULDER   LLC,M & M PEANUT KING,CANDY : BARS,26,1.92,3.29,86.14,41.57,35.56
BOULDER   LLC,HARIBO GOLD BEARS 5 OZ,CANDY : BOX & PEG,26,1.33,2.99,77.74,55.60,43.23
BOULDER   LLC,AMERICAN SPIRIT 85 BOX CE,CIGARETTES,26,10.85,12.61,326.18,13.96,45.76
BOULDER   LLC,SPRITE 1 LTR,BEVERAGE : STANDARD,26,1.97,3.59,93.34,45.19,42.19
BOULDER   LLC,DS018 MODELO ESPECIAL BEER 2/12 PK 12 OZ,BEER,26,15.05,21.99,571.74,31.56,180.44
BOULDER   LLC,SUGAR BEVERAGE FEE 16.9 OZ,SUGAR FEE  (OPERATIONAL ONLY),26,0.34,0.34,8.84,0.00,0.00
BOULDER   LLC,SUGAR BEVERAGE FEE 12.7 OZ,SUGAR FEE  (OPERATIONAL ONLY),26,0.25,0.25,6.50,0.00,0.00
BOULDER   LLC,GOOSE ISLAND TROPICAL BEER HUG 19.2 OZ,BEER,26,2.16,4.19,108.94,48.37,52.69
BOULDER   LLC,VITAMIN WATER ELEVATE RASPBRY LM D 20 OZ,BEVERAGE : STANDARD,26,1.45,2.79,72.54,47.91,34.75
BOULDER   LLC,NO MAN'S MEAT STICK MILD,JERKY,26,1.01,1.89,49.14,46.58,22.89
BOULDER   LLC,VELO PLUS POUCH WINTERGRE,POUCH,26,6.42,8.65,224.90,25.78,57.98
BOULDER   LLC,CELSIUS STRAWBERRY PASSIONFRUIT 12 OZ,BEVERAGE : STANDARD,26,1.52,2.99,77.74,49.14,38.20
Golden LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,26,1.61,2.99,77.74,46.14,35.87
Golden LLC,MDEW BAJA BLAST 1 LTR,BEVERAGE : STANDARD,26,2.53,3.59,93.34,29.67,27.69
Golden LLC,GARDETTO SNACKENS ORIG. 5,SALTY SNACKS,26,2.67,5.99,155.74,55.47,86.40
Golden LLC,J. LINK BEEF&CHSE AMERICA,JERKY,26,1.20,2.19,52.14,45.21,25.74
Golden LLC,CHELADA BUD LIGHT 1 PK UIC 15 25 OZ,BEER,26,2.30,3.99,103.74,42.27,43.85
Golden LLC,GUMMI PEACHIE O'S 4.25  OZ,CANDY : BOX & PEG,26,1.53,3.39,88.14,54.94,48.43
Golden LLC,FR CHIL CH,FRITO LAYS,26,1.88,2.69,69.94,30.11,21.06
Golden LLC,SHRIMP BOWL HOT&SPICY 3.3,GROCERY,26,1.10,2.79,72.54,60.57,43.94
Golden LLC,SPRITE 1 LTR,BEVERAGE : STANDARD,26,1.97,3.59,93.34,45.19,42.19
Golden LLC,FANTA ORANGE ZERO 20 OZ,BEVERAGE : STANDARD,26,1.28,2.99,77.74,57.15,44.43
Golden LLC,GATORADE ORANGE 20 OZ,BEVERAGE : STANDARD,26,0.67,2.99,77.74,77.49,60.24
Golden LLC,MONSTER ENERGY ULTRA PEACHY KEEN ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,26,1.74,3.59,93.34,51.53,48.10
Golden LLC,TWISTED TEA PEACH 1 PK 24 OZ,BEER,26,2.65,4.59,119.34,42.27,50.44
Golden LLC,L.D.S.97472 TYLENOL CAPLE,HBC,26,1.52,3.39,88.14,55.26,48.71
Golden LLC,ONE BAR CINNAMON ROLL,PROTEIN BARS,26,1.91,3.99,103.74,52.17,54.12
Golden LLC,ROCKSTAR RCVRY 16 OZ,BEVERAGE : STANDARD,26,1.63,3.29,85.54,50.48,43.18
Golden LLC,ZONE POUCH DRAGON FRUIT 9,POUCH,26,5.75,7.29,189.54,21.15,40.09
Golden LLC,HOSTESS CHOC ZINGERS 3PK,BAKERY & PASTRY,26,1.72,2.99,77.74,42.59,33.11
CEDAR   LLC,KROGER GRADE AA LARGE FREE WHITE EG  12 OZ,REFRIGERATED,25,5.99,10.99,289.75,45.50,125.00
CEDAR   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,25,1.38,2.39,58.65,42.29,25.27
CEDAR   LLC,MDEW INFIMITY SWRL  20 OZ,BEVERAGE : STANDARD,25,1.61,2.79,69.75,42.28,29.49
CEDAR   LLC,J. LINK BEEF&CHSE JALAPEN,JERKY,25,1.09,1.99,49.75,45.32,22.55
CEDAR   LLC,SKITTLES WILDBERRY KING,CANDY : BARS,25,1.92,3.29,82.55,41.57,34.19
CEDAR   LLC,MARLBORO MENTHOL BOX,CIGARETTES,25,10.22,12.02,297.77,15.01,45.10
CEDAR   LLC,BN REG,FRITO LAYS,25,2.00,2.99,74.75,33.11,24.75
CEDAR   LLC,SHP DR S,FRITO LAYS,25,1.61,2.69,67.25,40.15,27.00
CEDAR   LLC,BON APPETIT STRAW/CH MUFF,BAKERY & PASTRY,25,1.87,3.19,86.13,41.42,33.03
CEDAR   LLC,BON APPETIT B-BERRY CHSE,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
CEDAR   LLC,PRINGLES BBQ 5.57OZ,SALTY SNACKS,25,2.42,4.89,122.25,50.51,61.75
CEDAR   LLC,GATORADE ZERO BERRY 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.95,41.30,35.00
CEDAR   LLC,MONSTER ENERGY DRINK LO CARB ZERO 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
CEDAR   LLC,EL MONT. BURRITO BF/BN/CH,FROZEN,25,1.49,2.99,74.75,50.14,37.48
CEDAR   LLC,CORNNUTS REG LARGE,NUTS & SEEDS,25,1.08,2.59,64.45,58.30,37.75
CEDAR   LLC,ZYN WINTERGREEN 3MG,POUCH,25,6.65,8.99,224.75,26.03,58.50
CEDAR   LLC,CIGAR WRAP MELON ZIG ZAG,CIGAR & PAPER,25,1.04,1.59,39.75,34.36,13.66
CEDAR   LLC,SOUR TONGUE SLIME STRAW/G,CANDY : NOVELTY,25,1.37,3.09,76.65,55.81,43.12
WHEAT   LLC,Mtn Dew Cabo Citrus Baja Blast 20oz,BEVERAGE : STANDARD,25,1.61,2.99,74.75,46.14,34.49
WHEAT   LLC,FANTA PINEAPPLE SODA 20 OZ,BEVERAGE : STANDARD,25,1.28,2.99,74.75,57.15,42.72
WHEAT   LLC,PEACE TEA RAZZLEBR 23 OZ,BEVERAGE : STANDARD,25,1.10,2.19,54.75,49.62,27.17
WHEAT   LLC,GATORADE ZERO LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.95,41.30,35.00
WHEAT   LLC,B&M JAZZ PT 25CT,CIGAR & PAPER,25,1.54,1.99,49.75,22.55,11.22
WHEAT   LLC,MONSTER ENERGY ULTRA PEACHY KEEN ZERO SUGAR 20 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
WHEAT   LLC,ARIZONA WATERMELON 22OZ,BEVERAGE : STANDARD,25,0.87,1.99,49.75,56.32,28.02
WHEAT   LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,25,1.45,2.79,69.75,47.91,33.42
WHEAT   LLC,CELSIUS SPARKLING CHERRY COLA 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
HAWK   LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,25,1.60,2.99,74.75,46.49,34.75
HAWK   LLC,SWISHER SWEET CIG 2PK GRN,CIGAR & PAPER,25,1.42,1.99,49.75,28.81,14.34
HAWK   LLC,CT HTL ,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
HAWK   LLC,REESES PNT BTR CUP SUPER,CANDY : BOX & PEG,25,2.47,4.39,109.75,43.64,47.90
HAWK   LLC,BON APPETIT CHOCO/CHOC MU,BAKERY & PASTRY,25,1.87,3.89,97.25,51.96,50.53
HAWK   LLC,S26 PRINGLES ORIGINAL 2.36 OZ,SALTY SNACKS,25,1.22,2.89,72.25,57.64,41.65
HAWK   LLC,S27 PRINGLES S.C.&O. 2.5 OZ,SALTY SNACKS,25,1.22,2.89,72.25,57.64,41.65
HAWK   LLC,POWERADE LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.41,2.99,69.65,52.82,39.49
HAWK   LLC,NESTLE PURE LIFEWATER 24 PK,BEVERAGE : STANDARD,25,6.50,7.99,199.75,18.65,37.25
HAWK   LLC,SOUR PATCH KIDS 8 OZ,CANDY : BOX & PEG,25,2.07,4.89,121.85,57.74,70.59
HAWK   LLC,CORNNUTS RANCH LARGE,NUTS & SEEDS,25,1.08,2.69,67.25,59.85,40.25
HAWK   LLC,SPREE,CANDY : NOVELTY,25,1.05,2.39,59.75,56.14,33.54
HAWK   LLC,Starbucks Tripleshot Vanilla Premium Coffee Drink 11 OZ,BEVERAGE : STANDARD,25,2.92,4.59,114.75,36.46,41.84
HAWK   LLC,BABY RUTH KING 3.3 OZ,CANDY : BARS,25,1.72,3.39,84.75,49.36,41.84
HAWK   LLC,TOILET PAPER WHT 4PK,HOME GOODS,25,1.75,3.59,89.75,51.25,46.00
HAWK   LLC,SATI HUCKLEBERRY VANILLA SODA 12 OZ,BEVERAGE : SPECIALITY,25,2.63,4.59,114.75,42.70,49.00
HAWK   LLC,Vitaminwater Glaceau Zero Sugar Pineapple Passionfruit 20 Oz,BEVERAGE : STANDARD,25,1.45,2.89,72.05,49.71,35.92
HAWK   LLC,ALANI COSMIC STARDUST ENERGY 12OZ,BEVERAGE : STANDARD,25,1.67,3.19,78.15,47.75,38.09
HAWK   LLC,BODY ARMOR SPRDRNKBL RBY 28 OZ,BEVERAGE : STANDARD,25,1.75,3.59,88.85,51.25,46.00
HAWK   LLC,CELSIUS ESSENTIALS DRAGONBERRY 16 OZ ,BEVERAGE : STANDARD,25,1.75,3.29,82.25,46.81,38.50
HAWK   LLC,ON NICOTINE POUCHES 8MG C,POUCH,25,5.30,6.79,168.15,21.97,37.30
HAWK   LLC,DOT'S PRETZELS 5OZ,SALTY SNACKS,25,2.91,7.19,179.75,59.47,106.90
HAWK   LLC,GOOD 2 GROW FRUIT PUNCH J 6 OZ,BEVERAGE : STANDARD,25,2.62,3.99,99.75,34.42,34.34
HAWK   LLC,HOSTESS WHEAT BREAD 18 OZ,GROCERY,25,2.82,4.89,122.25,42.33,51.75
HAWK   LLC,HOSTESS DONETTES HONEY BU,BAKERY & PASTRY,25,3.29,5.99,148.85,45.02,67.42
HAWK   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,25,1.52,3.09,77.25,50.78,39.23
CHEYENNE   LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,25,9.64,11.09,275.85,13.10,36.33
CHEYENNE   LLC,J. LINK BEEF&CHSE ORIG 2.,JERKY,25,2.37,4.39,101.35,46.13,50.63
